Hardy,Sallebray
"GUIOMAR | Vous le dites, monsieur, par la commune voix, | 1270 | Et irrépréhensible établi sur les lois. | Dieu récompensera, seul arbitre du monde, | Une telle équité qui n'a point de seconde, | Pieuse, mémorable, immortelle en son los, | Tant que le bleu Neptune abondera de flots, | 1275 | Que la terre sera de mortels habitée, | Et des embrassements de Thétis limitée. | Hercule, vous devez une hydre exterminer, | Qui ne vaut à rien plus qu'à prendre et butiner, | Qui, des vices l'égout, qui, vermine épanchée | 1280 | Dessur les biens d'autrui se repaît attachée. | La perte de ma fille a du depuis toujours | Vers eux accru ma haine en la suite des jours. | Toujours même soupçon sur le cœur me demeure, | Et qui doit m'animer davantage à cette heure. | 1285 | Je ne sais quel destin comme exprès a permis | Que les mêmes voleurs en vos lacs se sont mis. | Une seule du nombre à la pitié m'incite, | De qui l'âge innocent et la beauté mérite, | Mandée la voici ; mais, monsieur, admirez | 1290 | Cette grâce, ce port, ces gestes modérés, | Sa fortune à ses mœurs discorde : ainsi gentille, | En son portrait celui me revient de ma fille. |",LE PREVOST. | 1395 | Elle vous appartient estant interessée. |
"LE SÉNÉCHAL | Belle parfaitement, et qui plaît à mes yeux, | Il faut lui procurer quelque chose de mieux : | 1295 | Or entretenez-vous un quart d'heure avec elle, | Ce procès criminel à mon devoir m'appelle. |",LA VIEILLE. | Nous n’aurions point ces maux si l’on l’eut caressée388. |
"GUIOMAR | Que dis-tu ma mignonne ? Approche baise-moi, | Tu portes en secret quelque charme sur toi, | Qui force de t'aimer : Dieu ! que tu es jolie. | 1300 | Encore d'où te vient cette mélancolie ? | Tu n'as pas aujourd'hui ta belle humeur ; et bien, | Sur ce que l'on te dit ne répliques-tu rien ? |","HIPOLITE voyant l’Egiptien qui revient avec la malle. | Apporte icy, mets là, vous verrés si j’ay tort | D'accuser ce voleur. |"
"PRÉCIEUSE | De légères douleurs facilement s'expriment, | Les fortes sous leur faix, muettes, nous oppriment. |",ANDRES. | Quel titre ! |
GUIOMAR | 1305 | Tu ne dois en ce cas mon secours négliger. |,PRECIEUSE. | Mais quel sort ! |
PRÉCIEUSE | Las ! il me peut de plus que la vie obliger. |,"HIPOLITE, fouillant la malle. | Ne voyla pas déjà mes bracelets, ma chaine ? | 1400 | Pour découvrir le reste il ne faut point de géne*. |"
GUIOMAR | Pourvu que la raison prescrive ta demande. |,ANDRES. | Que voy-je ? |
"PRÉCIEUSE | Elle seule m'induit, me guide, et me commande. |",HIPOLITE. | Ton larcin. | {p. 107} |
"GUIOMAR | Déclare, tu transis mon âme de pitié. |",ANDRES. | Dieux que je suis confus ! |
"PRÉCIEUSE | 1310 | Si mon bonheur me fait place en vôtre amitié, | Si je puis mériter, chétive créature, | Que ma prière en l'air ne vole à l'aventure, | Madame, par ces mains que j'ose rebaiser, | Et qu'ose ma douleur de larmes arroser, | 1315 | Par cette affection vertueuse inclinée | Envers une innocente aux malheurs destinée, | Tutélaire, veuillez l'orage divertir | Qui ce pauvre accusé menace d'engloutir. | Il est homme d'honneur qui, généreux, s'efforce | 1320 | Repousser au besoin la force par la force ; | Quel simple ver, blésé, ne se rebelle pas, | Ne tâche de venger son innocent trépas ? | Madame, intercédez à ce qu'une défense | Écoutée à loisir le purge de l'offense. | 1325 | Mon sang vous signera ce que ma bouche dit, | Qu'un outrage souffert de frapper l'enhardit. |","HIPOLITE. | Tu dois bien l’estre aussi, si jamais tu le fus,389 | Bon, je tiens mon colier, il faut que tout revienne, | Oseras-tu nier que ce bien m’appartienne ? |"
GUIOMAR | Le meurtre n'eût jamais excuse légitime. |,ANDRES. | 1405 | Tout cela ne se fait que par enchantement. |
"PRÉCIEUSE | Mais le mort, agresseur, a provoqué ce crime. |","HIPOLITE. | Il me revient encore un certain diamant, | Cherchons bien. |"
GUIOMAR | Tout homicide encourt le supplice mortel. |,PRECIEUSE. | Juste Ciel fay voir son innocence. |
"PRÉCIEUSE | 1330 | Contraint, aucune loi ne l'approuvera tel. |",ANDRES. | C'est de luy seulement que j’attens ma defense. |
GUIOMAR | Tu parles de faveur et selon ta cervelle. |,"HIPOLITE. | Courage, le voicy, nous tenons tout. Enfin | 1410 | Confesse qu’avec moy tu n’es pas le plus fin*. | {p. 108} |"
"PRÉCIEUSE | La chose réputée encor plus criminelle, | Madame, veuillez nous du moins gratifier, | Qu'on lui donne loisir de se justifier. |","ANDRES. | Ouy, je succombe aux trais* de ta noire malice. |"
"GUIOMAR | 1335 | Heureux en son malheur d'avoir ta bonne grâce, | Je ferai que sitôt à l'arrêt on ne passe. |",HIPOLITE. | Il m’injurie encor. |
PRÉCIEUSE | Ô clémence admirable ! or vous pouvez aussi | Le courage fléchir de son juge adouci. |,"LE PREVOST. | Viste, qu’on le saisisse, | Et qu’on le mette aux fers. |"
GUIOMAR | Ta prière à la fin se rendrait importune. |,ANDRES. | Ecoutés pour le moins. |
PRÉCIEUSE | 1340 | Selon que le requiert le présent infortune. |,"HIPOLITE. | Que peut-il alleguer, faut-il d’autres témoins ? | 1415 | Commandés qu’il se taise. |"
"GUIOMAR | Tu as ce prisonnier affecté, ne mens point. |",ANDRES. | Ha monstre que j’abhorre ! | Tu m’empesches en vain. |
PRÉCIEUSE | Quiconque le connaît même désir l'époint. |,UN ARCHER luy donnant un soufflet. | Tu discoures encore.390 |
"GUIOMAR | Et sa perfection de Bohème consiste, | À ce qu'à ses larcins obstacle ne résiste. |","PRECIEUSE. | Ha Dieu, quelle impudence ! |"
"PRÉCIEUSE | 1345 | Sauf le respect de vous, ce Bohème n'a rien | Qui sente le Bohème, et que d'homme de bien. |","ANDRES le tuant de son épée, qu’il luy tire de son costé. | Un soufflet, effronté ! | {p. 109} | Ton sang me vangera de ta temerité. |"
"GUIOMAR | Unique en son espèce à ce conte, m'amie. |",LE PREVOST. | Empeschés. |
"PRÉCIEUSE | Unique voirement, sans note d'infamie. |","ANDRES. | C'en est fait, il est mort. |"
"GUIOMAR | Sur ta relation je le désire voir, | 1350 | Sur ta relation je ferai mon pouvoir : | À tel si toutefois que plus gaie tu viennes | Me chanter quelques airs qu'en réserve tu tiennes. | Suis-moi. |","LE PREVOST. | Quoy perfide, | 1420 | A ton larcin encor ajoûter l’homicide !391 |"
"PRÉCIEUSE | Trop volontiers, asile suscité | Du Monarque suprême à notre adversité. |",ANDRES. | Je n’enduray jamais de semblables affrons. |
"VIEILLE EGYPTIENNE | 1355 | Seule | Tu pourrais consulter les vieux chênes d'Épire, | Ou Protée contraint dedans l'humide empire, | Qu'avis plus salutaire et propre en cet endroit, | Plus propre que le tien de leur part ne viendrait : | Aux parents naturels Précieuse rendue | 1360 | Rend de suite la vie à sa moitié perdue, | Oui perdue, et soudain ; qui ne le recourra, | Un populaire bruit assurant qu'il mourra. | Que si, juge impiteux de sa proche sentence, | Irrévocable, après l'envoie à la potence, | 1365 | Alléguer sa noblesse, en nôtre qualité, | Ne semble qu'un mensonge atteint de nullité. | Mais ton rapt déceler, et choisir ce refuge | S'appelle rencontrer sa partie et son juge. | Pourquoi ? L'extrême joie à revoir un enfant | 1370 | Sans doute ira vers toi sa rancune étouffant. | Précieuse me pleige en sa bonne nature, | Cours plutôt de ce pas toute horrible aventure | Qu'inutile en ce monde au péril n'arracher | Un soleil des vertus à sa dame si cher. | 1375 | Avec les monuments qui la font reconnaître, | J’irai première aux yeux de la mère paraître, | À qui déjà l’instinct enflamme l’amitié, | Un ouvrage à soi tout parfait en la moitié. |",HIPOLITE. | Il faut le dépescher.392 |
"ANDRES | Captif dedans l'horreur d'une grotte relente, | 1380 | Qui vais souffrir la mort honteuse et violente, | Réduit à n'espérer aucun secours humain, | Et à chaque moment de la vie incertain, | La Parque inévitable ores ne m'épouvante : | Ma constance à bon droit invincible se vante. | 1385 | Le glorieux sujet qui cause mon trépas | Lui charme sa douleur à ce funèbre pas. | Hélas ! qu'un seul regret je n'emporte du monde, | Ma Carite laissée à jamais vagabonde, | Pauvre de biens, d'amis, de capable support | 1390 | Qui puisse en mieux changer la rigueur de son sort. | Pardonne à ce désastre, ô pudique maîtresse, | Accuse des destins la rancune traitresse, | Qui prévient mes désirs à te vérifier | Que tu pouvais sur moi de l'honneur te fier. | 1395 | Possible que le Ciel te garde à quelqu'autre heure | Te garde une fortune ou égale ou meilleure : | Retiens, chère, du moins ma mémoire toujours. | Hé quoi ! sans te plus voir finirai-je mes jours ? | Sans un dernier adieu soupiré bouche à bouche ? | 1400 | Las ! telle cruauté plus que la mort me touche, | Me navre le courage : ah ! sans doute ce bruit | T'augure, misérable, au supplice conduit. |",LE PREVOST. | C'est ce que nous ferons. |
"GEÔLIER | Holà, debout, suis-moi, le juge te demande. |","HIPOLITE. | Amis, vangés la mort de vôtre camarade, | Immolés*-luy ce traitre, et toute sa brigade, | 1425 | Encor sera-ce peu pour contenter son sang. | {p. 110} |"
ANDRES | Ô Ciel ! mon innocence à toi se recommande. |,"LE PREVOST. | Allons, et que pas un ne sorte de son rang, | L'arrest du Senéchal fera punir son crime. |"
"GEÔLIER | 1405 | Tu n'as que craindre encor, interrogé devant | Qu'à punir ou absoudre on passe plus avant. |","PRECIEUSE. | Bourreaux, vous lâcherés cette illustre victime, | Et je luy vay conter, lâche, ta trahison. |"
"ANDRES | Me dire vrai n'accroît mon mal, ne diminue. |","LE PREVOST. | 1430 | Vous autres, vous aurés mon logis pour prison. |"
GEÔLIER | Ne chaume pas plutôt la fête que venue : | « Qui pense soucieux toujours de l'avenir | 1410 | Semble hâter le mal qu'il ne peut prévenir ». |,HIPOLITE. | Je sçauray reconnestre un si loüable office. |
"GUIOMAR | Qu'un long siècle expiré d'ennuis et de misère | Ma fille je revois ? ma géniture chère? | Levez-vous ; le pardon, ains le salaire acquis | Peut choisir en nos biens ce qu'il y a d'exquis : | 1415 | Car les signes donnés de la reconnaissance, | Les signes sur son corps empreints dès la naissance, | Ne me permettent plus mon bonheur ignorer, | Ne me permettent plus aux ennuis dévorer. | Ma fille, mon espoir, ma lumière, ma vie, | 1420 | Viens viens ; que sur ce front de baisers assouvie, | Une usure se paye à mes travaux finis, | Ton père à ta venue et moi tu rajeunis. |",LE PREVOST. | Je seray toujours prest à vous rendre service. | Fin du quatriéme Acte. |
PRÉCIEUSE | Ha ! Madame. |,"ISABELLE. | Vous voyés bien, Monsieur, par cet évenement, | Qu'hier je combatois vos bontés justement, | 1435 | Et qu’avecque raison mon ame estoit génée* | De la permission393 que vous aviés donnée : | Ces démons que le Ciel eut déjà foudroyés, | Si comme un de ses fleaux394 il n’estoient envoyés, | Ont-ils pû s’abstenir de leur crime ordinaire ? | 1440 | Mais pour ce rare effort comment pouroient-ils faire ? | Ils semblent destinés à ce mestier honteux, | Ils naissent de larrons, sont nourris avec eux, | {p. 112} | Et du premier moment qu’ils se peuvent connestre, | S'efforcent d’imiter ceux dont ils tienent l’estre, | 1445 | Tant ce charme odieux est puissant sur leurs cœurs, | Il faut donc l’arracher par d’extrémes rigueurs, | Et qu’un arrest de flame en ce jour extérmine | Ces noirs autheurs de maux, de fraude et de rapine*. |"
GUIOMAR | Ha ! mon heur. |,"FERDINAND. | Madame, il est certain qu’un foudre rougissant | 1450 | Devroit exterminer cet hydre renaissant, | Encor que tels voleurs, quoy qu’il nous puissent prendre, | Par un droit ancien soient quites pour le rendre :395 | Mais le meurtre jamais ne se doit pardonner, | Et l’homicide ouy je le vay condamner. |"
PRÉCIEUSE | L'aise qui me transporte | Me coupe la parole et lui ferme la porte. |,"ISABELLE. | 1455 | N'en demeurés pas là, que de rudes suplices* | Soient aussi preparés pour ses lâches complices ; | Une seule entre tous m’excite à la pitié, | Et par un tendre instinct gagne mon amitié*, | Ce charme de nos cœurs, ce jeune astre qui brille, | 1460 | Me fait ressouvenir de nôtre chere fille, | A ce triste penser, coulés, coulés mes pleurs. | [P, 113] |"
"GUIOMAR | 1425 | Serviteurs, là-dedans, quelqu'un allez quérir | Vôtre Maître, sans plus du sujet enquérir, | Qu'il vienne vitement. |","FERDINAND. | Ne renouvellés point nos sensibles douleurs, | Et laissons faire au Ciel, dont la toute-puissance | Des secrets plus cachés sçait donner connessance. |"
"VIEILLE ÉGYPTIENNE | Une frayeur mortelle | Se glisse à son abord en mon sein qui pantelle. | Madame, autre que vous ne me peut garantir, | 1430 | Ne peut de sa fureur l'orage divertir. |","ISABELLE. | 1465 | Helas ! depuis douze ans qu’un destin mal-heureux | Nous ravit à Madrid ce gage de nos feux, | Au travers des ennuis* dont je suis possedee, | Cet objet* que je plains m’en retrace l’idee. | Cela luy doit valoir quelque meilleur parti, | 1470 | Son sort avec ce traitre estoit mal assorti, | Pour un plus noble époux elle semble estre nee. |"
"PRÉCIEUSE | Que plutôt, sur mon chef elle éclate apaisée, | Madame, l'apaiser vous sera chose aisée ; | Un vrai soin maternel selon sa pauvreté, | Un soin de me tenir l'honneur en sureté, | 1435 | Toujours, à son pouvoir, nourrie, entretenue, | Puis la confession volontaire venue | Ne souffrent nullement qu'on lui face de tort, | Ou première à vos pieds je souffrirai la mort. |",FERDINAND. | Comment ? au criminel elle estoit destinée. |
"GUIOMAR | Ne te travaille plus d'une crainte frivole, | 1440 | Jamais jamais l'effet ne manque à ma parole. |","ISABELLE. | En m’apprenant son crime on me l’a dit ainsi, | Mais dessus ce propos je croy que la voicy,396 | 1475 | Considérés, Monsieur, sa grace non commune, | Et ce front dont l’éclat repugne à sa fortune*. |"
"PRÉCIEUSE | Encor serait-ce là un bienfait à moitié | Si sur le prisonnier ne luit vôtre pitié, | Gentilhomme accompli, vertueux, magnanime, | Que semblable misère à mon sujet opprime. |","FERDINAND. | En effet, j’y remarque un air tout glorieux, | Laissés faire à mes soins, je la pourvoiray397 mieux. | {p. 114} |"
GUIOMAR | 1445 | Tu voudrais à ce conte époux le recevoir ? |,ISABELLE. | La vertu sollicite aujourd’huy pour le vice398. |
"PRÉCIEUSE | Oui, mais non pas vers vous enfreindre le devoir. |",FERDINAND. | 1480 | Il la faut escouter. |
"GUIOMAR | Voici de qui dépend. Monsieur, monsieur, de grâce | Venez voir un miracle en nôtre unique race. |","PRECIEUSE. | Ha ! Monseigneur, justice, | Delivrés mon époux, sauvés un innocent, | Sa vertu vous en prie, et le Ciel y consent, | S'il meurt, je doy mourir, c’est à tort qu’on l’accuse, | Le vol qu’on luy suppose est l’effet d’une ruse, | 1485 | C'est un mauvais office*, et qui part d’un démon | Dont il vous apprendra la malice et le nom, | Faites-luy seulement la faveur de l’entendre, | Escoutés ses raisons qui le sçauront defendre, | Et ne vous hâtés pas de juger ce procez, | {p. 115} | 1490 | Dont le Ciel par vos soins me promet bon succez. |"
,"FERDINAND. | Ma fille, laisse là l’interest d’un perfide, | Le vol peut estre faux, et non pas l’homicide. |"
,"PRECIEUSE. | Il est vray que son bras l’a vangé d’un affront | Qui fait rougir ensemble et sa jouë et son front, | 1495 | Il est homme d’honneur, et dans son innocence | Endurer un soufflet excedoit sa puissance : | Mais, Monsieur, nous mettons nos biens à l’abandon, | Pour obtenir plustost un si juste pardon, | Et si, pour accorder sa grace à nostre envie, | 1500 | Ils ne suffisent pas, j’offre encore ma vie, | Qu'on me mette en sa place, et qu’il soit delivré, | Il ne sçauroit mourir tandis que je vivray, | Il vit dedans mon cœur beaucoup mieux qu’en luy-mesme, | Et je suis cause enfin de ce mal-heur* extréme. | 1505 | Mais oyés ses raisons. |"
,"FERDINAND. | Cesse de t’affliger, | Ouy, tes vœux sont receus, je vay l’interroger, | Demeure cependant pour divertir* Madame. | {p. 116} |"
,ISABELLE. | Je chasseray le dueil399 qui regne dans son ame. |
,"FERDINAND. | Cette affaire contient des mysteres cachés, | 1510 | Il s’en faut éclaircir. |"
,"PRECIEUSE. | Hé ! Monsieur, depéchés. | Justes Dieux qui sçavés le crime et l’innocence ! | N'ordonnés point la peine à qui souffre* l’offense. |"
,"ISABELLE | Ne crains point, Precieuse, approche, baise moy, | Si l’on luy fait faveur, c’est pour l’amour de toy. | 1515 | Tay toy, seche tes pleurs, banny cette tristesse, | Tu briseras d’icy la chaine qui le presse, | Et tu sçais emporter d’un effort ravisseur | {p. 117} | Ce que ta voix demande avec tant de douceur. | Quel charme as-tu sur toy dont la force secrete | 1520 | T'obtient si promptement ce que ton cœur souhaite ? | Par quel aimable sort te fais-tu tant aimer ? | Ha ! ce sont tes beaux yeux qui nous sçavent charmer, | Ta beauté, ton esprit, ta grace et ton adresse | Elevent jusqu’au Ciel ton indigne bassesse, | 1525 | Bonne mere, approchés. |"
,LA VIEILLE à part. | Dans l’ennuy* que je sens | Quelle nouvelle peur vient troubler tous mes sens ? |
,"ISABELLE. | Je voy bien qu’en son mal vostre ame s’interesse, | Cette fille est à vous. |"
,"LA VIEILLE. | Madame, c’est ma Niece. |"
,ISABELLE. | Quel âge a-t’elle bien ? |
,"LA VIEILLE. | Je croy qu’elle a quinze ans, | 1530 | C'est tout ce que j’en sçay. Ha ! discours déplaisans.400 | {p. 118} |"
,"ISABELLE. | Helas ! c’est à peu prez l’âge qu’auroit ma fille, | Elle seroit ainsi belle, aimable et gentille, | Et rien ne semble mieux à ce gage d’Amour, | Qu'on nous ravit si jeune à Madrid en plein jour. |"
,LA VIEILLE à part. | 1535 | Dieu ! Qu'est-ce que j’entens ? |
,"ISABELLE. | Ha, ma chere Constance ! |"
,LA VIEILLE à part. | Voyla son mesme nom. |
,"ISABELLE. | Montre moy ta presence, | Fay nous voir ta personne, et non pas ton portrait.401 |"
,LA VIEILLE à part. | O Ciel ! pour quelque temps cache encor ce secret. |
,"ISABELLE. | Mais quel nouveau soucy semble acrestre402 ta peine ? | 1540 | Parle un peu, répons-moy. | {p. 119} |"
,"PRECIEUSE. | Si ma priere est vaine, | Madame assurés-vous que je cours au trespas*, | Puisque de mon époux je veux suivre les pas. |"
,"ISABELLE. | Ha ! c’est trop affecter403 sa ville destinée,404 | Espere, Precieuse, un plus noble Hymenée*, | 1545 | Ouy, nous voulons donner en cette occasion | Un plus illustre objet* à ton affection. |"
,"PRECIEUSE. | Sa vertu me contente ainsi que sa naissance, | Que puissiés vous, Madame, en avoir connessance, | Je cesserois de craindre, et vous de m’affliger, | 1550 | Voulant porter icy mon esprit à changer. |"
,"ISABELLE. | Mais encor quelle chaine et si belle et si forte | Dedans ses interests t’engage de la sorte ? | A-t’il quelque merite, et d’autre qualité | Que celle de voler avec subtilité ? |"
,"PRECIEUSE. | 1555 | Ha ! ne luy donnés point cette honteuse tache, | Il est bien éloigné d’un sentiment* si lâche, | {p. 120} | Puisque quelque tresor qu’on lui vint presenter, | Je doute avec raison qu’il voulut l’accepter. | Il est riche et content, il est sage et fidelle, | 1560 | C'est d’un homme de bien le plus parfait modelle, | Et s’il avait l’honneur d’estre connu de vous, | Vous vous étonneriés* qu’il se fit mon époux. |"
,"ISABELLE. | Quoy, tu veux que son corps enferme une belle ame ? |"
,PRECIEUSE. | Il a le cœur d’un Roy sous cet habit infame. |
,"ISABELLE. | 1565 | Quoy, tu veux faire croire, estant Egiptien, | Qu'il est homme d’honneur, qu’il est homme de bien ? | Il se voit à ce conte unique en son espece. |"
,"PRECIEUSE. | Aussi l’est-il, Madame, en merite, en noblesse, | Et ce cœur genereux* n’eut jamais de second405. |"
,"ISABELLE | 1570 | Quoy, tu veux annoblir un traitre, un vagabond ? |"
,"PRECIEUSE. | Il est ce qu’il vous plaist, mais il est honneste homme, | [Q, 121] | Et vous me croirés mieux s’il faut que je le nomme. |"
,"ISABELLE. | Mais il est criminel, et quel que soit son sort, | La Justice aujourd’huy doit conclure à sa mort. |"
,"PRECIEUSE. | 1575 | Qu'ay-je ouy, juste Ciel ! ha ! mon ame abatuë | Cede au cruel effort de ce mot qui me tuë : | Si j’ay l’honneur encor de plaire à ces beaux yeux | Qui sceurent enchanter un Ministre des Dieux, | Si vous daignés comme eux defendre l’innocence, | 1580 | Si vostre cœur connoist l’Amour et sa puissance, | Si vous avés aimé son joug aimable et doux, | Si vous aimés encor vostre fidelle époux, | Madame, par vos soins, vos bontés et vos charmes, | Par ces divines mains que j’arrose de larmes, | 1585 | Par vostre cher époux, par mes fébles apas*, | Que vous me témoignés ne vous déplaire pas406, | Par vostre fille prise en un âge si tendre, | Que peut-estre le Ciel se prepare à vous rendre, | Par cette ressemblance et ce juste rapport, | {p. 122} | 1590 | D'âge, d’aspect, de mœurs, et possible de sort, | Enfin au nom d’Hymen* je demande une grace, | Que la Justice mesme ordonne qu’on nous fasse, | Ne laissés point au vice opprimer la vertu407, | Mon genereux* Andres l’a trop bien combatu, | 1595 | Sauvés-le du danger où l’a mis l’imposture, | Mon destin est meslé dans sa triste avanture*, | E s’il succombe aux trais* d’une injuste rigueur, | Les mesmes trais* aussi me perceront le cœur. |"
,"ISABELLE. | Quoy qu’il ait fait pour toy, par là tu le surpasses, | 1600 | Heureux dans son mal-heur* d’avoir tes bonnes graces*, | Hé bien, pour t’obliger* ; je parleray pour luy, | Modere cependant l’excez de ton ennuy*. |"
,"LA VIEILLE à part. | Parlons ; pour seconder* une si juste envie, | C'est l’unique moyen pour luy sauver la vie. | 1605 | Puis-je esperer, Madame, un pardon ? |"
,ISABELLE. | Et de quoy ? |
,LA VIEILLE. | D'un important larcin que j’ay fait. | {p. 123} |
,ISABELLE. | Est-ce à moy ? |
,"LA VIEILLE. | Helas ! ouy, c’est à vous. |"
,ISABELLE. | La bonne conscience ! |
,"LA VIEILLE. | Donnés moy, s’il vous plaist, un moment d’audience, | Et je vous feray voir ce que je vous ay pris. |"
,"ISABELLE. | 1610 | Un si nouveau remors estonne* mes espris, | Et déja sur ce point certain desir me presse, | Parlés donc,408 |"
,PRECIEUSE. | Quel espoir vient chasser ma tristesse ? |
,"LA VIEILLE. | Si l’heureux accident* que je vay découvrir | Ne sçauroit empescher qu’on me fasse mourir, | {p. 124} | 1615 | Et si vostre bonté vainement je reclame, | Au moins auparavant, lisés cela Madame, | Consultés vostre cœur, et voyés bien aussi | Si vous reconnestrés le colier que voicy. |"
,"ISABELLE. | O funeste present que le sort me renvoye, | 1620 | Quelle confusion de douleur et de joye ! | Hé bien qu’est devenu cet enfant precieux ? | Est-il vivant ou mort ? |"
,"LA VIEILLE. | Demandés-le à vos yeux, | Si vous ne l’apprenés de vostre fille mesme, | La voyla, parlés-luy. |"
,PRECIEUSE. | Felicité supréme ! |
,"ISABELLE. | 1625 | Quoy, c’est là ma Constance ? hé dites-moy comment, | Ne laissés point de doute en mon ravissement*. |"
,"LA VIEILLE. | Faites-moy donc l’honneur de m’écouter encore. | Je pris cette beauté, que tout le monde adore, | {p. 125} | A l’âge de trois ans, devers*409 cette saison, | 1630 | A Madrid, en plein jour, et dans vôtre maison, | J'appris secretement qu’on la nommoit Constance, | Et fis écrire un mot de chaque circonstance410, | Afin que quelque jour tout cela pût servir | A luy rendre les biens que j’osois luy ravir, | 1635 | Et sauver l’un de nous d’une mort violente, | Comme l’occasion aujourd’huy s’en presente. | Depuis elle a vescu mieux que nous ne faisons, | En combatant nos mœurs avec mille raisons, | Dont les moindres prouvoient par leur force divine | 1640 | La gloire* et la vertu de sa noble origine. |"
,"ISABELLE. | Est-il vray ? n’est-ce point un fantôme moqueur ? | Mais pourquoy dementir et mes yeux et mon cœur ? | Ha ! je n’en doute plus, vien mon sang, vien ma vie | Redoubler le plaisir dont mon ame est ravie. |"
,"PRECIEUSE. | 1645 | Madame, je cheris un bon-heur* si parfait, | D'autant plus que je voy qu’il vous plaist en effet. |"
,"ISABELLE. | Apres douze ans d’ennuis* et de peine soufferte*, | {p. 126} | Je recouvre en ce jour une si chere perte, | Je te revoy, ma fille, ha quel contentement ! | 1650 | O favorable* jour, ô bien-heureux moment ! | Ouy, tout confirme icy ces faveurs desirees, | J'en voy dessus ton bras des marques assurees, | Mon œil de ce colier reconnoist la façon, | Le sang acheve enfin de lever tout soupçon, | 1655 | Hola, viste quelqu’un. | (Un valet paroist). | Ma fille Egiptienne, | Allés dire à Monsieur qu’il quitte tout, qu’il vienne, | Ma Constance. |"
,PRECIEUSE. | Madame. |
,"ISABELLE. | Unique et cher tresor, | Approche, baise-moy, que je t’embrasse encor. | Mais parmy ces transpors, quelle estrange disgrace | 1660 | D'un reproche honteux diffame nôtre race ? | Deviés-vous l’accorder, sçachant sa qualité, | Avec un de vos gens, quelle inegalité ?411 |"
,"LA VIEILLE. | Madame, il est aussi d’une illustre naissance. | {p. 127} |"
,ISABELLE. | O Dieux ! |
,"LA VIEILLE. | Et son nom seul en donne connessance. | 1665 | L'esprit de vôtre fille avec sa chasteté, | D'un pouvoir glorieux secondant* sa beauté, | Ont fait naitre en plusieurs une amour sans pareille | Pour cette incomparable et celeste merveille, | Mais Dom Jean de Carcame est le seul entre tous | 1670 | Que j’ay treuvé plus propre à faire son époux, | Et d’hier seulement il est en cette ville. |"
,"ISABELLE. | Ce nom nous est connu, n’est-il pas de Seville ? |"
,"PRECIEUSE. | Ouy, Madame, et son pere en est le Gouverneur. |"
,"ISABELLE. | Ha l’aimable avanture*, ha l’insigne* bon-heur* ! | 1675 | Sois beny juste Ciel d’un destin si prospere, | {p. 128} | Que ce rare accident* va réjouir ton père ! |"
,"PRECIEUSE. | Madame, un doux excez de joye et de plaisirs | Arreste bien ma voix, et non pas mes desirs. |"
,ISABELLE. | Que veux-tu ? |
,"PRECIEUSE. | Le pardon pour cette bonne mere, | 1680 | Qui tremble et qui fremit au seul nom de mon pere. | Faites qu’il s’y contente, appaisés son couroux. |"
,"LA VIEILLE. | Ma bonne Dame, helas ! je n’espere qu’en vous. |"
,"PRECIEUSE. | Dans quelque étrange sort qu’elle m’ait engagee, | D'un vray soin maternel je luy suis obligee, | 1685 | Joint qu’ayant412 declaré ce rapt sans l’y forcer, | On doit songer plustost à la recompenser. |"
,"ISABELLE. | Allés, ne craignés rien. |"
,"PRECIEUSE. | Ce n’est pas tout, Madame, | [R, 129] | Il faut tirer des fers la moitié de mon ame, | Helas ! songeant aux maux qu’il endure pour moy, | 1690 | Je succombe, je meurs. |"
,"ISABELLE. | Enfin, console toy, | Attens cette faveur des bontés de ton pere, | C'est luy qui te rendra ce noble époux, espere413 : | Ce que tu m’as appris de son extraction* | Le rend un digne objet* de ton affection, | 1695 | Mais le voicy. |"
,"ISABELLE. | Monsieur, benissés l’avanture* | Qui prepare une histoire à la race* future, | Qui nous rend nôtre fille. | {p. 130} |"
,FERDINAND. | O Dieux ! qu’ay-je entendu ? |
,ISABELLE. | Qui nous rend ce tresor que nous avons perdu. |
,FERDINAND. | Le verray-je ? |
,"ISABELLE. | Ouy Monsieur, approche ma Constance, | 1700 | Non, non, ne témoignés aucune resistance, | Mon esprit sur ce doute est trop bien éclaircy, | La marque de son bras, le colier que voicy, | Et ce que dit encor cette carte roulee | De l’endroit et du temps qu’elle nous fut volee, | 1705 | Vous doivent bien, Monsieur, assurer du bon-heur* | Qui nous la rend si belle, et même avec l’honneur. |"
,"FERDINAND. | Inutilles témoins d’une fille si chere, | Cedés à son aspect aux atteintes du pere, | Ouy, je te reconnois espoir de mes vieux jours414, | 1710 | Gage si precieux de mes chastes amours, | Accours dedans mes bras, vien ça415 que je t’embrasse. | {p. 131} |"
,"PRECIEUSE. | Ha Monsieur, que d’honneur succede à ma disgrace ! |"
,FERDINAND. | O du Ciel et du sort l’incomparable effet ! | Apres tant de faveurs je mouray satisfait. | 1715 | Mais qui t’a découvert cet étrange mystere ? | Ne sçaurois-je punir l’autheur de ta misere ? |
,LA VIEILLE. | O Dieux ! je suis perdue. |
,"PRECIEUSE. | Hé ! Monsieur, par ce nom | Ou de pere ou de fille accordés ce pardon, | Voyla qui la causa, mais loin d’estre punie, | 1720 | Je la doy caresser puisqu’elle l’a finie. |"
,"ISABELLE. | Il est juste, Monsieur. |"
